post_id,post_date,platform,hashtag,content_type,region,views,likes,shares,comments,engagement_level,age_group,locality
Post_2747,2023-10-07,twitter,education,shorts,brazil,1722843,246553,36913,1078,medium,25-34,Velachery
Post_2748,2022-05-25,twitter,comedy,tweet,japan,1478257,214006,34075,4887,medium,18-24,Adyar
Post_2749,2022-12-18,youtube,education,video,brazil,4514734,379897,38918,39164,high,35-50,Tambaram
Post_2750,2022-10-04,instagram,gaming,shorts,australia,2612014,187743,54867,13925,medium,25-34,Velachery
Post_2751,2022-02-14,youtube,fashion,tweet,germany,721066,233419,19504,20612,medium,18-24,Tambaram
Post_2752,2023-09-07,twitter,comedy,video,brazil,539158,353308,56963,25082,high,35-50,Adyar
Post_2753,2022-12-14,instagram,comedy,shorts,canada,4425278,417054,96321,45234,medium,18-24,T Nagar
Post_2754,2022-03-06,youtube,dance,tweet,india,4569636,460529,21363,19829,medium,18-24,T Nagar
Post_2755,2022-03-06,tiktok,comedy,reel,germany,2331434,254470,63786,40585,low,35-50,Velachery
Post_2756,2022-10-29,tiktok,music,post,germany,2321225,141180,73404,20751,high,18-24,Velachery
Post_2757,2023-06-03,instagram,challenge,shorts,usa,1596330,438566,46359,10781,medium,18-24,OMR
Post_2758,2023-02-21,instagram,dance,shorts,brazil,2568596,17463,27489,29011,medium,35-50,Adyar
Post_2759,2023-08-21,instagram,music,tweet,australia,1602583,95273,33154,31607,high,25-34,Velachery
Post_2760,2022-03-21,youtube,challenge,tweet,australia,4042630,463439,13491,9970,high,13-17,T Nagar
Post_2761,2023-08-04,tiktok,gaming,video,japan,1644851,298638,90093,8246,low,13-17,Anna Nagar
Post_2762,2023-01-22,twitter,music,reel,canada,4813102,139163,69572,25727,high,13-17,Adyar
Post_2763,2023-09-28,youtube,music,tweet,usa,2436911,216568,32707,19949,medium,25-34,Velachery
Post_2764,2022-10-05,twitter,challenge,tweet,brazil,163743,224473,55311,4919,medium,25-34,Adyar
Post_2765,2023-05-12,youtube,music,post,brazil,2407043,77842,28524,16655,medium,18-24,T Nagar
Post_2766,2022-05-17,instagram,education,tweet,germany,946340,417158,91240,25016,low,50+,OMR
Post_2767,2023-05-31,instagram,comedy,reel,uk,3747884,82226,76069,31192,medium,18-24,Porur
Post_2768,2022-12-18,tiktok,tech,video,japan,4199267,328742,88715,29237,medium,18-24,Anna Nagar
Post_2769,2022-02-21,tiktok,music,reel,canada,4909699,192610,29375,34738,high,18-24,Velachery
Post_2770,2022-05-26,twitter,education,video,uk,3631559,342320,77277,42683,high,35-50,Nungambakkam
Post_2771,2023-08-12,twitter,education,post,canada,438926,418878,61638,26939,high,18-24,Anna Nagar
Post_2772,2022-10-16,instagram,challenge,tweet,canada,3093066,372946,38682,18578,high,18-24,Adyar
Post_2773,2022-03-08,youtube,dance,video,uk,1603866,238566,18807,26566,medium,35-50,T Nagar
Post_2774,2023-10-06,instagram,fitness,reel,canada,3634352,280654,38955,13864,low,18-24,Adyar
Post_2775,2023-12-30,instagram,dance,post,brazil,3727003,242287,93794,1561,low,18-24,T Nagar
Post_2776,2022-04-03,twitter,dance,live stream,brazil,772421,247479,23789,12567,high,25-34,Nungambakkam
Post_2777,2022-04-19,tiktok,music,reel,india,1772246,493760,4974,31362,low,13-17,OMR
Post_2778,2022-09-15,instagram,education,shorts,japan,4660917,108250,64438,46473,low,18-24,Tambaram
Post_2779,2023-05-06,youtube,fashion,post,germany,126887,164296,64233,4209,high,25-34,OMR
Post_2780,2022-04-09,youtube,fitness,shorts,india,3424500,479439,45234,17018,high,18-24,Adyar
Post_2781,2023-01-03,youtube,gaming,post,germany,3895699,248131,52488,39519,low,13-17,Velachery
Post_2782,2023-06-26,tiktok,comedy,video,japan,75475,85849,52358,44489,medium,35-50,Porur
Post_2783,2022-04-21,twitter,viral,post,australia,4815367,353822,49194,24139,medium,50+,Nungambakkam
Post_2784,2023-11-21,youtube,dance,video,india,3148221,85754,68644,17491,low,35-50,Velachery
Post_2785,2023-04-15,instagram,viral,shorts,usa,3233563,150813,58386,1709,low,35-50,Nungambakkam
Post_2786,2022-02-02,instagram,music,tweet,brazil,3824375,327312,21152,33353,low,18-24,Adyar
Post_2787,2023-05-29,instagram,viral,shorts,australia,1004552,189682,46042,10235,medium,50+,Adyar
Post_2788,2022-07-12,tiktok,fitness,live stream,usa,3269477,35752,21135,8550,low,18-24,Velachery
Post_2789,2023-10-16,instagram,fashion,tweet,usa,481808,61671,7895,34339,low,50+,Anna Nagar
Post_2790,2022-04-24,tiktok,music,shorts,brazil,696436,342863,72320,35891,low,50+,T Nagar
Post_2791,2023-05-03,youtube,dance,reel,canada,4701021,315148,11535,1792,medium,35-50,Anna Nagar
Post_2792,2022-10-22,youtube,fitness,live stream,canada,1546021,17786,66926,20602,low,50+,Adyar
Post_2793,2023-10-12,tiktok,fitness,post,brazil,3504067,17759,35751,7695,high,25-34,Velachery
Post_2794,2023-08-08,instagram,music,reel,uk,3816051,462424,91866,41600,high,18-24,Velachery
Post_2795,2023-02-14,youtube,dance,live stream,india,254262,162743,48675,19106,low,25-34,Nungambakkam
Post_2796,2022-03-21,youtube,viral,video,uk,497552,297185,73947,641,medium,25-34,Velachery
Post_2797,2023-04-27,youtube,music,tweet,brazil,3225580,37018,52907,33089,medium,13-17,Velachery
Post_2798,2023-10-17,instagram,gaming,video,canada,4336522,340438,51068,2711,medium,25-34,T Nagar
Post_2799,2022-06-04,twitter,music,tweet,usa,3912292,422606,17064,4866,high,50+,T Nagar
Post_2800,2022-02-25,tiktok,education,reel,canada,2097593,470212,25616,38553,low,18-24,Tambaram
Post_2801,2023-05-29,instagram,music,live stream,japan,1922920,346738,31025,28656,low,25-34,Adyar
Post_2802,2023-06-27,tiktok,fashion,tweet,australia,1425733,248984,28436,18316,high,35-50,Tambaram
Post_2803,2022-11-12,twitter,music,live stream,usa,580864,103465,61418,35190,high,50+,T Nagar
Post_2804,2022-09-19,youtube,dance,video,australia,1175324,386762,41178,14302,medium,50+,Adyar
Post_2805,2022-12-05,twitter,education,video,australia,3768701,155300,63361,36129,high,25-34,Anna Nagar
Post_2806,2022-12-07,tiktok,challenge,post,uk,4896941,498119,72555,17441,medium,50+,Anna Nagar
Post_2807,2022-10-15,instagram,tech,live stream,uk,706597,69502,74826,29444,low,25-34,T Nagar
Post_2808,2022-02-16,youtube,viral,live stream,germany,2202632,334540,11889,34157,high,18-24,T Nagar
Post_2809,2022-05-07,tiktok,fashion,video,india,1921116,184294,14637,49378,low,18-24,Anna Nagar
Post_2810,2023-11-20,youtube,education,post,japan,1159351,420250,27287,11919,high,35-50,T Nagar
Post_2811,2023-04-26,instagram,challenge,reel,uk,4402298,311108,37588,11747,low,18-24,Nungambakkam
Post_2812,2022-03-25,instagram,fitness,shorts,usa,4421041,282996,32876,25568,medium,25-34,Anna Nagar
Post_2813,2023-03-18,twitter,gaming,tweet,canada,4695987,154844,98585,41625,high,35-50,T Nagar
Post_2814,2023-06-21,tiktok,comedy,post,canada,4052947,12513,92796,34676,medium,18-24,T Nagar
Post_2815,2023-12-16,youtube,viral,shorts,uk,2529356,62626,51604,9450,high,25-34,Adyar
Post_2816,2023-09-01,instagram,dance,reel,canada,2608658,98810,82993,34706,high,25-34,T Nagar
Post_2817,2022-07-03,youtube,viral,tweet,usa,377017,45347,90037,7314,medium,25-34,Porur
Post_2818,2023-07-12,youtube,gaming,reel,canada,1197713,480028,4619,28503,high,13-17,Nungambakkam
Post_2819,2023-12-11,youtube,challenge,shorts,usa,685501,323225,86718,942,high,13-17,Anna Nagar
Post_2820,2022-05-19,twitter,fitness,reel,usa,4546322,274686,66066,11339,medium,25-34,Velachery
Post_2821,2022-03-05,tiktok,fitness,reel,canada,4713541,333744,29836,35318,medium,35-50,T Nagar
Post_2822,2023-04-20,instagram,viral,video,australia,1060579,3040,27023,2492,medium,18-24,OMR
Post_2823,2022-12-12,instagram,comedy,live stream,usa,410897,318387,21785,34447,high,25-34,Velachery
Post_2824,2023-12-13,instagram,education,shorts,germany,4726108,458831,19832,13777,high,18-24,Anna Nagar
Post_2825,2023-02-01,youtube,education,video,brazil,770800,35563,35816,14691,high,18-24,Anna Nagar
Post_2826,2023-06-15,twitter,comedy,video,usa,4533943,426510,48183,8972,medium,35-50,OMR
Post_2827,2023-06-06,youtube,fitness,video,germany,1270412,89497,4376,37047,high,35-50,Velachery
Post_2828,2023-09-07,tiktok,comedy,reel,uk,1756485,100469,98551,12449,low,13-17,T Nagar
Post_2829,2022-03-20,tiktok,music,live stream,india,2829947,427028,21324,41946,medium,18-24,OMR
Post_2830,2023-06-28,instagram,fashion,live stream,uk,3243480,129261,28764,26090,high,13-17,Adyar
Post_2831,2023-12-20,instagram,viral,post,germany,3735626,401542,46135,21504,medium,18-24,Porur
Post_2832,2023-06-15,twitter,comedy,shorts,germany,4498516,43442,4784,20611,high,35-50,T Nagar
Post_2833,2023-11-12,twitter,comedy,post,canada,1618175,479812,23146,21565,low,18-24,Tambaram
Post_2834,2022-03-04,tiktok,viral,live stream,india,4451895,37935,75953,5049,medium,18-24,OMR
Post_2835,2022-02-01,twitter,fashion,live stream,india,3418485,381998,46412,12524,high,25-34,T Nagar
Post_2836,2023-09-16,instagram,fashion,video,germany,4546358,102608,86881,9657,medium,35-50,OMR
Post_2837,2023-12-26,instagram,dance,video,brazil,1430779,315712,1000,5052,low,50+,Velachery
Post_2838,2022-05-13,instagram,challenge,reel,usa,228932,378052,98315,7270,high,13-17,Nungambakkam
Post_2839,2022-10-21,instagram,fashion,shorts,canada,965970,292954,63900,42310,medium,25-34,T Nagar
Post_2840,2023-12-10,instagram,gaming,post,germany,4926990,270638,91444,45562,high,18-24,OMR
Post_2841,2023-03-02,tiktok,gaming,shorts,india,669836,263122,65316,40965,medium,18-24,Velachery
Post_2842,2023-07-17,twitter,fashion,reel,australia,2961889,127008,56377,5965,medium,35-50,Nungambakkam
Post_2843,2023-05-16,youtube,fitness,tweet,canada,4516859,6718,93371,39835,low,50+,Anna Nagar
Post_2844,2022-05-17,youtube,tech,live stream,brazil,3707778,357641,98906,36604,medium,50+,Nungambakkam
Post_2845,2023-11-17,twitter,fitness,shorts,australia,3611304,361772,97629,18007,high,25-34,Porur
Post_2846,2023-03-04,tiktok,music,reel,usa,3313871,187673,20108,13412,medium,18-24,Anna Nagar
Post_2847,2022-04-05,tiktok,education,reel,brazil,3999565,142354,67251,9930,high,25-34,Tambaram
Post_2848,2023-08-31,youtube,dance,shorts,usa,650479,96466,68604,9627,low,18-24,Nungambakkam
Post_2849,2022-10-07,twitter,viral,post,brazil,4365247,320273,13480,21042,high,25-34,Anna Nagar
Post_2850,2023-07-02,instagram,fitness,video,uk,202210,289749,57498,29545,high,18-24,Velachery
Post_2851,2022-10-30,twitter,viral,live stream,uk,4066789,201905,49387,17566,high,35-50,Adyar
Post_2852,2022-11-12,youtube,tech,video,australia,1189401,477715,32182,43920,low,18-24,Anna Nagar
Post_2853,2023-12-21,tiktok,challenge,post,usa,2750438,214384,71731,19226,medium,18-24,T Nagar
Post_2854,2022-02-02,youtube,viral,video,australia,540884,177369,13503,5565,high,50+,Anna Nagar
Post_2855,2023-12-29,instagram,dance,shorts,germany,2100020,314357,71376,21215,high,13-17,Anna Nagar
Post_2856,2022-07-19,tiktok,comedy,live stream,india,952111,156942,6001,23683,medium,18-24,Velachery
Post_2857,2023-05-20,instagram,viral,shorts,brazil,2337596,467029,77732,4729,low,18-24,T Nagar
Post_2858,2022-10-30,youtube,fashion,video,uk,1936713,220029,88576,32486,low,13-17,Porur
Post_2859,2022-02-28,youtube,comedy,post,brazil,1178485,168174,81549,41849,low,13-17,OMR
Post_2860,2023-04-22,twitter,challenge,live stream,uk,1738252,172464,4136,47211,medium,18-24,T Nagar
Post_2861,2023-09-18,tiktok,challenge,live stream,uk,1948873,480313,50464,32966,medium,35-50,OMR
Post_2862,2022-05-05,instagram,education,shorts,japan,4440766,432244,61567,31213,low,18-24,OMR
Post_2863,2022-03-08,youtube,fashion,reel,germany,1259577,417867,13002,27756,medium,50+,Nungambakkam
Post_2864,2022-04-29,tiktok,dance,tweet,australia,4385439,312854,58495,30380,medium,25-34,T Nagar
Post_2865,2023-11-29,instagram,viral,reel,australia,1831119,491782,86681,48075,high,18-24,Anna Nagar
Post_2866,2023-07-18,youtube,music,live stream,japan,3899621,283580,75787,8200,low,25-34,Porur
Post_2867,2023-03-13,twitter,viral,video,uk,4426493,32332,47970,18676,high,25-34,Nungambakkam
Post_2868,2022-08-25,youtube,viral,video,brazil,2854666,173661,87934,21327,medium,35-50,OMR
Post_2869,2023-04-17,instagram,education,tweet,usa,2425779,288690,80963,22285,low,18-24,Tambaram
Post_2870,2023-10-26,twitter,fitness,reel,canada,1630820,161765,88321,21591,high,25-34,T Nagar
Post_2871,2022-08-24,twitter,comedy,tweet,usa,930160,202154,89158,36847,high,35-50,Adyar
Post_2872,2023-12-23,twitter,viral,live stream,japan,2075933,83816,4897,15213,low,50+,Anna Nagar
Post_2873,2022-01-06,tiktok,education,tweet,india,1871957,1256,81191,20129,medium,35-50,T Nagar
Post_2874,2022-12-10,twitter,dance,post,usa,486370,493571,78894,34860,low,25-34,Tambaram
Post_2875,2023-08-04,instagram,challenge,live stream,canada,701100,318884,45392,11881,medium,25-34,T Nagar
Post_2876,2022-10-07,instagram,tech,post,canada,4367832,28067,57644,1618,high,18-24,Velachery
Post_2877,2023-01-06,instagram,comedy,reel,germany,3972959,32049,94677,6195,medium,18-24,Nungambakkam
Post_2878,2022-05-13,instagram,comedy,post,canada,4599775,330663,79218,13710,medium,18-24,T Nagar
Post_2879,2023-08-02,youtube,music,reel,india,2467372,384542,77706,4834,medium,25-34,Nungambakkam
Post_2880,2023-07-17,twitter,gaming,post,brazil,819788,22786,16574,2214,medium,18-24,Nungambakkam
Post_2881,2022-12-27,youtube,comedy,shorts,brazil,4515293,346046,73947,36662,low,18-24,Adyar
Post_2882,2023-06-18,youtube,education,live stream,usa,4548049,300048,92372,25500,high,35-50,T Nagar
Post_2883,2023-09-23,tiktok,dance,reel,japan,3450680,369198,10798,15263,medium,18-24,Anna Nagar
Post_2884,2023-10-15,tiktok,music,reel,uk,2737221,436890,74251,15461,low,13-17,Velachery
Post_2885,2023-05-08,twitter,comedy,post,australia,840340,454952,65380,23404,high,18-24,Anna Nagar
Post_2886,2022-07-04,youtube,education,live stream,germany,3510131,3548,81158,28556,high,50+,Anna Nagar
Post_2887,2022-02-21,instagram,gaming,live stream,india,1531926,391683,51624,29359,medium,18-24,Nungambakkam
Post_2888,2023-08-13,youtube,comedy,tweet,australia,125076,301148,86551,48639,low,25-34,T Nagar
Post_2889,2023-04-26,youtube,education,reel,canada,598274,76122,62694,4891,high,35-50,OMR
Post_2890,2023-01-13,twitter,education,reel,india,464125,483645,8641,4652,medium,35-50,T Nagar
Post_2891,2023-12-20,instagram,challenge,shorts,germany,821533,342870,79554,16318,low,18-24,Adyar
Post_2892,2022-11-29,youtube,fitness,post,australia,2519050,180932,12968,12148,low,25-34,Porur
Post_2893,2022-06-27,youtube,fitness,shorts,usa,3726359,101243,10095,43058,high,35-50,Anna Nagar
Post_2894,2023-01-19,instagram,fitness,tweet,brazil,3616113,50849,51541,5257,medium,25-34,T Nagar
Post_2895,2022-12-21,twitter,fitness,tweet,canada,1826580,272598,66186,46956,low,18-24,OMR
Post_2896,2022-09-11,instagram,viral,live stream,usa,670827,419802,52712,9940,low,35-50,OMR
Post_2897,2022-11-22,tiktok,gaming,shorts,germany,4925713,126438,93149,26192,medium,18-24,OMR
Post_2898,2023-05-08,instagram,tech,live stream,canada,4926887,377993,44337,34514,medium,18-24,Anna Nagar
Post_2899,2023-01-07,instagram,comedy,video,usa,2176834,489451,95563,19558,high,18-24,Anna Nagar
Post_2900,2022-05-16,twitter,music,post,canada,149357,282149,87637,35480,medium,13-17,Nungambakkam
Post_2901,2022-08-21,youtube,viral,video,germany,1494759,175825,6072,28977,high,18-24,Porur
Post_2902,2023-05-07,tiktok,comedy,tweet,canada,1862650,430821,70873,12179,medium,25-34,Velachery
Post_2903,2022-06-06,tiktok,fashion,live stream,japan,2661370,341057,24053,21815,medium,13-17,Tambaram
Post_2904,2023-10-16,instagram,fashion,tweet,germany,3582719,222267,74127,44442,high,18-24,Velachery
Post_2905,2022-02-23,tiktok,challenge,live stream,australia,750309,254612,13280,27574,medium,18-24,Velachery
Post_2906,2022-01-27,twitter,tech,reel,brazil,1212616,284049,75797,20699,medium,18-24,T Nagar
Post_2907,2023-01-03,youtube,dance,tweet,india,916759,253924,68925,30788,low,50+,Velachery
Post_2908,2023-12-24,instagram,challenge,live stream,uk,4498056,491674,95872,47593,high,18-24,Adyar
Post_2909,2023-03-15,youtube,viral,reel,australia,3323833,435817,85531,10295,medium,18-24,T Nagar
Post_2910,2022-05-21,youtube,music,shorts,india,2828967,490999,94153,16839,high,18-24,Velachery
Post_2911,2022-07-10,youtube,comedy,post,canada,2162476,223044,6862,17678,high,18-24,Tambaram
Post_2912,2023-09-22,twitter,dance,reel,uk,2363818,203582,76418,3874,high,13-17,OMR
Post_2913,2022-03-14,youtube,gaming,video,japan,1619481,48034,68983,7422,high,35-50,OMR
Post_2914,2022-06-08,tiktok,challenge,reel,australia,4889698,335718,85215,14194,high,50+,Porur
Post_2915,2022-03-29,tiktok,education,reel,usa,2506158,209749,55250,28441,medium,18-24,T Nagar
Post_2916,2022-06-12,tiktok,music,live stream,canada,3731215,85106,40033,6545,medium,25-34,Adyar
Post_2917,2023-09-11,tiktok,viral,tweet,germany,731415,432608,183,19906,high,25-34,Tambaram
Post_2918,2022-06-01,instagram,challenge,shorts,canada,4050217,331829,65620,38905,medium,35-50,Adyar
Post_2919,2023-05-31,youtube,fitness,tweet,brazil,253831,356415,95650,37240,low,25-34,Anna Nagar
Post_2920,2023-10-11,youtube,viral,post,japan,2190234,240911,81339,14835,low,18-24,T Nagar
Post_2921,2022-05-11,youtube,education,tweet,japan,3244574,246935,33822,36503,low,18-24,Porur
Post_2922,2022-06-03,youtube,fitness,shorts,canada,172032,61620,79754,2201,medium,35-50,Velachery
Post_2923,2023-05-30,twitter,dance,video,brazil,4577055,10189,21707,32963,high,35-50,Porur
Post_2924,2022-04-19,youtube,fitness,shorts,australia,3437531,484792,65586,49621,medium,18-24,Adyar
Post_2925,2023-05-02,youtube,dance,video,japan,2454688,386172,96666,10872,medium,18-24,OMR
Post_2926,2023-11-09,tiktok,gaming,tweet,india,3375757,368767,14499,46981,high,35-50,Tambaram
Post_2927,2023-10-17,youtube,gaming,video,canada,4214191,468817,17311,32853,medium,35-50,OMR
Post_2928,2023-11-01,twitter,tech,reel,germany,4937731,271763,20030,7030,medium,50+,Velachery
Post_2929,2022-09-26,tiktok,viral,live stream,germany,2360576,155459,19460,32963,low,25-34,Adyar
Post_2930,2022-07-03,instagram,education,shorts,germany,2757834,276600,2866,32837,low,18-24,Tambaram
Post_2931,2023-03-27,twitter,education,tweet,india,2063181,239205,91849,32228,high,25-34,Velachery
Post_2932,2023-01-10,twitter,music,reel,usa,3865376,447014,7792,24112,high,35-50,Velachery
Post_2933,2022-12-22,youtube,music,live stream,brazil,1541499,475565,3796,18382,low,13-17,T Nagar
Post_2934,2023-09-11,youtube,comedy,live stream,usa,1344792,449897,18592,42691,high,25-34,Porur
Post_2935,2022-11-06,instagram,tech,live stream,germany,3184440,427144,76762,16306,high,25-34,T Nagar
Post_2936,2023-07-18,youtube,gaming,shorts,uk,288978,134592,30125,13424,medium,18-24,OMR
Post_2937,2022-01-20,youtube,comedy,shorts,japan,2525420,342345,97958,35913,low,35-50,Velachery
Post_2938,2023-02-01,twitter,comedy,post,uk,4674026,14183,71809,4162,low,25-34,Velachery
Post_2939,2023-08-28,youtube,tech,reel,brazil,3385451,448723,7234,43129,low,50+,OMR
Post_2940,2023-03-13,youtube,fashion,video,germany,4480208,192047,40789,19329,high,13-17,T Nagar
Post_2941,2023-12-06,youtube,comedy,post,australia,836115,492019,57301,31743,high,18-24,Adyar
Post_2942,2023-10-18,instagram,fitness,live stream,brazil,4116538,248427,78029,35739,medium,25-34,Tambaram
Post_2943,2022-04-08,tiktok,challenge,tweet,canada,1649017,231068,47895,22587,high,18-24,Tambaram
Post_2944,2022-12-29,instagram,education,tweet,brazil,3233439,234569,33026,19726,high,25-34,T Nagar
Post_2945,2022-01-26,instagram,fashion,video,usa,1745859,326923,67496,2336,high,25-34,Porur
Post_2946,2022-11-19,youtube,challenge,reel,brazil,4540861,63459,21936,36939,medium,18-24,OMR
Post_2947,2023-05-09,twitter,viral,post,usa,3368920,471654,86384,1266,medium,25-34,Porur
